DeviceID,Date,HoursUsed,Hours_7d_mean,Temperature,Vibration,DaysSinceLastMaint,label_fail_next7d
1,2024-01-01,1.849861906929131,1.849861906929131,33.687390845363,0.043482134125907,-89,1
1,2024-01-02,4.7567085290479305,3.303285217988531,31.3596384197424,0.3178283423292782,-88,1
1,2024-01-03,1.1814896884882526,2.5960200414884382,35.04720903484222,0.0707357804162037,-87,1
1,2024-01-04,2.954814397303763,2.6857186304422695,31.90316744282933,0.185218259607937,-86,1
1,2024-01-05,0.5495630596748402,2.258487516288784,35.35867546930387,0.2596356774665955,-85,1
1,2024-01-06,0.23280933558532,1.9208744861715397,35.56121325129763,0.1840789185051944,-84,0
1,2024-01-07,3.2201343051251543,2.106483031736342,33.79743068777547,0.1297528077344499,-83,0
1,2024-01-08,1.462494591736167,2.0511448438516324,33.911237965466704,0.239799797317972,-82,0
1,2024-01-09,2.6413386010031044,1.7489491398452286,37.981181309017664,0.1356953686651853,-81,0
1,2024-01-10,1.472359951634333,1.7905020345803833,36.68420207999551,0.4442411912461537,-80,0
1,2024-01-11,1.2775716115601805,1.5508959223313,33.65193816417033,0.1382402369903573,-79,1
1,2024-01-12,2.46066590325062,1.823910614270697,32.5194097551603,0.0491088056914874,-78,1
1,2024-01-13,4.569746977253207,2.4434731345089666,34.48701450613146,0.387739577381997,-77,1
1,2024-01-14,1.9224411854312096,2.258088403124117,36.434991496283374,0.5517665021912281,-76,1
1,2024-01-15,1.551645705340334,2.2708242764961413,36.42704868979602,0.2778603887576708,-75,1
1,2024-01-16,1.885338897427494,2.1628243188424827,36.733703346647104,0.0845938393374409,-74,1
1,2024-01-17,2.536686603482741,2.3148709833922547,38.65926819156136,0.3774020592252053,-73,1
1,2024-01-18,2.926673558974795,2.5504569758800573,39.8769670656908,0.0080319301638362,-72,1
1,2024-01-19,0.6077186295406887,2.2857502224929243,35.51574864833499,0.2926622810606032,-71,1
1,2024-01-20,2.731482832214728,2.0231410589159986,33.946261027715856,0.1790129090849428,-70,1
1,2024-01-21,3.6833062847635776,2.27469321596348,36.115740084076045,0.7056602977507118,-69,1
1,2024-01-22,2.942046090998728,2.4733218424861074,37.88469409960327,0.1665026445981919,-68,1
1,2024-01-23,1.4450236919861084,2.410419670280195,32.88621004237906,0.2096809527977671,-67,1
1,2024-01-24,1.551051507103667,2.2696146565117563,35.054566944166105,0.2905667232901483,-66,1
1,2024-01-25,5.980714943251855,2.705906282837051,36.54248598780376,0.5398953121097688,-65,1
1,2024-01-26,1.0746542094208662,2.772611365677076,37.20545271866048,0.0226890372975399,-64,1
1,2024-01-27,2.9342248371467985,2.8015745092388,37.82748138973359,0.2445439526151475,-63,1
1,2024-01-28,2.684525464722145,2.6588915349471667,33.10287147722089,0.0929795133053492,-62,1
1,2024-01-29,3.918273987328567,2.7983526629942865,34.072295569322655,0.2401648801955249,-61,1
1,2024-01-30,3.951220629355408,3.1563807969041866,32.670601485019944,0.7470198655662356,-60,1
1,2024-01-31,0.0,2.9348020101750913,37.95115393840904,0.040518745097492,-59,1
1,2024-02-01,1.3425421909477626,2.272205902703078,32.99526822665125,0.3165277113432987,-58,1
1,2024-02-02,3.003923276590112,2.547815769441542,35.33282617079834,0.0267995765589196,-57,1
1,2024-02-03,1.3337451766866375,2.319175817947233,35.01199541258535,0.1390291627811545,-56,1
1,2024-02-04,0.0,1.9356721801297838,36.76246409231396,0.0173873543980754,-55,1
